@relation tache2.2

@attribute _text string
@attribute _class {DEPLAISIR, DERANGEMENT, MEPRIS, SURPRISE_NEGATIVE, PEUR, COLERE, ENNUI, TRISTESSE, PLAISIR, APAISEMENT, AMOUR, SURPRISE_POSITIVE, SATISFACTION, INSATISFACTION, ACCORD, VALORISATION, DESACCORD, DEVALORISATION, INSTRUCTION}

@data
'1 300 espèces menacées comment les #oiseaux sont en train de disparaître dans l\'indifférence générale ?http//t.co/GprYwmeQdj v/@Pescalune',DEVALORISATION
'Ce matin j\'encourage le développement de l\'énergie thermique dela merla methanisation de la bagasse la géothermieun nv modèle énergétique',VALORISATION
'Architecture et paysage #Panarea la plus belle des #Eoliennes http//t.co/QnXhhJl1mG',VALORISATION
'\"Éoliennes volantes le vent d\'enthousiasme\" http//t.co/UWf0kz36wb',VALORISATION
'@RoyalSegolene l\'énergie renouvelable c\'est l\'avenir  mais il faut avant tout faire le ménage  car il y à Bcp d\'arnaques !!!',DEVALORISATION
'Si on n avait pas suivi aveuglément les écologiste on aurait entretenu les centrales et on n en serait pas là #controverse',DEPLAISIR
'@RTLControverse c\'est dommage d\'avoir tellement freiné les énergies alternatives ...',TRISTESSE
'Les intranets et leur écosystème - Portrait des usages et meilleures pratiques http//t.co/knAvvQKcp0',VALORISATION
'Tous les précaires se réjouissent du réchauffement climatique dans un sens',PLAISIR
'\"Des auberges de jeunesse qui offrent une expérience au milieu de la nature ...\" http//t.co/qZIEJPLPlq',VALORISATION
'A La Rochelle écologistes et communistes sans merci mais ovationnés. La ligne Hollande-Valls minoritaire ! #UEPS2014 http//t.co/BhEau32hUc',VALORISATION
'Eridanis développe son écosystème de sociétes partenaires dédiées aux objets connectés https//t.co/90GE7ByFqF',VALORISATION
'Je viens de recevoir une récompense Écologiste http//t.co/K32pp4zXBB #Androidgames #Gameinsight #Android',VALORISATION
'L’énergie verte en Russie sera boostée grâce à la Chine - La Chine se dit prête à investir ... http//t.co/KfORCIz1DV',VALORISATION
'@Energie2_0 Bienvenue à votre Groupe Energie 2.0 ! Au plaisir d\'échanges constructifs en matières d\'énergies renouvelables etc ChrisMGB',PLAISIR
'Cambrésis en attendant les éoliennes ce sont de drôles d’antennes qui sortent de terre http//t.co/AnEydx85EZ',MEPRIS
'Apparemment \"Le réchauffement climatique\" n\'est pas la meilleure explication quand ta meuf te le demande',DEVALORISATION
'L’Indonésie veut rentabiliser ses volcans par géothermie http//t.co/prBCqvjWoh',VALORISATION
'1 300 espèces menacées comment les oiseaux sont en train de disparaître dans l\'indifférence générale |... http//t.co/u5ITnbcA2X',DEVALORISATION
'Twelcome Jacquemard Pascal bravo de vous intéresser au #BioMethane l\'énergie verte stockable et locale ! http//t.co/XlkshzqPCf',SATISFACTION
'1 300 espèces menacées comment les oiseaux sont en train de disparaître dans l\'indiffér... | @scoopit via @Zehub http//t.co/kGvRJ6bufM',DEVALORISATION
'L\'éolien ! RT @french_ruvr L’#énergie verte en #Russie sera boostée grâce à la #Chine http//t.co/gZKNzq9lOH #environnement #énergieverte',VALORISATION
'Milton Glaser le graphiste de \"I ? New York\" crée un logo contre le réchauffement climatique http//t.co/R3mUb9tk5k via @LeHuffPost',VALORISATION
'1 300 espèces menacées les #oiseaux sont en train de #disparaître http//t.co/Ja77uPXXzW via @po_st. J\'en suis témoin dans ma campagne.',DEVALORISATION
'@KilleuseP Et également le réchauffement climatiqueen effet des relations débridées avec des corps denudés génerent une fusion fatale !',DEVALORISATION
'1 300 espèces menacées comment les oiseaux sont en train de disparaître dans l\'i... | @scoopit via @Bourdonclejm http//t.co/myh6pLmcjk',DEVALORISATION
'#Éolien @ecologiEnergie et @Defense_gouv travaillent sur des solutions efficaces pour la cohabitation des #éoliennes et des #radars #EnR',VALORISATION
'Je veux des funérailles écologiques ! Un guide (incongru) pour préparer sa mort autrement - Est-il… http//t.co/BqFXoDjh4E',TRISTESSE
'Taiwan va développer l\'énergie renouvelable selon le Président http//t.co/koXRBXN1zq',VALORISATION
'Les mini-maisons moins chères et plus écologiques http//t.co/faajajndww',VALORISATION
'martinique 1ère – Lutter contre le réchauffement climatique et réduire la facture én ergétique... http//t.co/nwSzntnBFT',VALORISATION
'agent commercial chauffage énergies renouvelables amélioration et confort de l\'habitat résidentiel... http//t.co/KEvjeLRQuj',VALORISATION
'\"Les éoliennes c\'est moche\" ??Moins qu\'une centrale nucléaire ??La beauté est un concept subjectif ??T\'as pas vu ta gueule Choisis ton camp',COLERE
'@MxthiIde On est tellement impliquées dans le réchauffement climatique c\'est vraiment une très bonne chose !! <3 <3',VALORISATION
'Ecologistes et communistes sans merci à La Roche @libe Qu\'ils aillent ailleurs mais ils croient encore qu\'ils représentent quelque chose',COLERE
'Très bonne émission ce canal sg ... bande de suceurs !!! #CFC #TeamOM',VALORISATION
'Via @annedeblois #Québec RT @francoislegault Éoliennes le rêve non rentable du PQ et du PLQ http//t.co/N0AZeBMUEs',DEVALORISATION
'Plus de pubs que de football. Plus de critiques que de louanges. Plus de ragots que d\'infos. Vraiment une émission d\'escrocs. #CFC',DEPLAISIR
'plus ça avance et plus le CFC ressemble à une émission genre détendu de la langue et on parlera de foot quand on aura envie d\'en parler.',TRISTESSE
'Deux éoliennes à côté d\'une centrale nucléaire la parfaite allégorie de la bonne conscience qu\'on se donne.',MEPRIS
'Plus d\'une espèce d\'oiseaux sur quatre menacées en @iledefrancefr http//t.co/JiSksLupIg',PEUR
'@stlefebvre Ca risque de souffler #éoliennes #energiealternative',PEUR
'Alors ce serait chouette que le gouvernement s\'il est encore de gauche se préoccupe de ne pas détruire cet écosystème qui est primordial 5',VALORISATION
'300 espèces menacées comment les oiseaux sont en train de disparaître dans l’indiffé rence générale http//t.co/pBdi1cvqFA',DEVALORISATION
'@Cytiz Dommage pour lui supporter du PSG les verts vont gagner ! J\'ai bien dit les verts (@ASSEofficiel ) pas les verts (écologistes) !',TRISTESSE
'@RoyalSegolene Félicitations nouvelles de nouvelles technologies d\'énergie renouvelable sont toujours les bienvenus',SATISFACTION
'Je regarde un reportage super intéressant sur France 5 c\'est sur le réchauffement climatique et ils parlent de Katrina etc',VALORISATION
'Non je ne suis pas facho mais j\'aime pas les ecolos non. Je ne suis pas raciste et j\'aime pas les écologistes ?',MEPRIS
'L’énergie verte en Russie sera boostée grâce à la Chine http//t.co/aCdOeLGHYz',VALORISATION
'\"Le \"chat le plus triste du monde\" reçoit des milliers de demandes d\'adoption\" good read http//t.co/8gvuINoYMO',TRISTESSE
'#RapMagMaroc Energies renouvelables La strat gie marocaine salu e par les experts mondiaux http//t.co/7Qs57o2v0C',SATISFACTION
'Le pauvre ils veulent tous le retrouver (ce qui est fait) alors qu\'il y\'a des milliers des d\'enfants (de gens)... http//t.co/4ziHO9Rqcm',TRISTESSE
'Je suis peut être pour la préservation de l\'écosystème mais l\'insecte qui s\'est fait mes jambes est un sale batard',MEPRIS
'Energies renouvelables La stratégie marocaine saluée par les experts mondiaux http//t.co/nc0puU3pC2',VALORISATION
'j\'ai envie d\'autres paysages que le vide et les cinq pauvres éoliennes de l\'aube',AMOUR
'Mauvaise recolte du blé la faute o mauvais temps a bon moi j\'dirais plutot la faute au réchauffement climatique et sa s\' intensifira #soir3',DEPLAISIR
'#ECOLOGIE Les oiseaux sont en train de disparaître dans l\'indifférence générale La #FIN_DU _MONDE est pour demain-> http//t.co/CTq2P8qw97',DEVALORISATION
'L\'énergie verte en Russie sera boostée grâce à la Chine - Voix de la Russie L\'énergie verte en ... http//t.co/9J2hAixKhl #energie #eco',VALORISATION
'Le finalité d\'un trop grand nombre d\'écologistes est de vendre des images qui frappent même si ce sont des foutaises...',DEPLAISIR
'Une modification très importante dans écosystème marin du Golfe du Mexique L’écosystème m http//t.co/3s9HpNJIFm #actualitemexique',VALORISATION
'Déchets toxiques australiens traités en Isère Ségolène Royal n\'en veut pas ! http//t.co/7YC4VwC3Eh l\'Isere n\'en veut pas non plus !!',DESACCORD
'\"Eridanis développe son écosystème de sociétes partenaires dédiées aux objets connectés\" @daddylecool le @LinkedIn http//t.co/IOFswljIOk',VALORISATION
'Dustin Beck Riot a « le plus grand respect » pour Valve mais veut un « écosystème durable ». http//t.co/Y1sOO06BSn',VALORISATION
'Leclanché SA DGAP-Adhoc Leclanché et l\'EPFL innovent pour stocker l\'énergie solaire http//t.co/KVBozEnzz4',VALORISATION
'Tout un écosystème se met en place pour aider chaque projet à franchir plus aisément les étapes vers le marché ... http//t.co/I7Q5Gk3JRO',VALORISATION
'Plus gros émetteur de #CO2 au monde la #Chine (30\% émission #GES) lancera son marché du carbonne en 2016. http//t.co/RjrniLcFzm',VALORISATION
'#Environnement 1300 espèces menacéescomment les oiseaux sont en train de disparaître dans l\'indifférence générale http//t.co/s2w20gWygD',PEUR
'Leclanche Leclanché et l\'EPFL innovent pour stocker l\'énergie solaire - http//t.co/1H4XUUaEE1 Leclanche L... http//t.co/tLL5xaYQi7',VALORISATION
'NEWS Eolien Eolien en mer les 80 éoliennes du parc de Global Tech I installées avec succès Située en Mer d... http//t.co/e4xgvr6GWd',VALORISATION
'LE PIÈGE DE L’ÉNERGIE VERTE http//t.co/1m1bYduEhe',DEVALORISATION
'#Eolien en mer les 80 éoliennes du parc de Global Tech I installées avec succès > Energies @enerzine ??http//t.co/uOCixjaEVS',VALORISATION
'#Maroc #Energies #renouvelables La #stratégie marocaine saluée par les experts #mondiaux http//t.co/Qnk1VB1CIp',VALORISATION
'martinique 1ère – Lutter contre le réchauffement climatique et réduire la facture énergétique http//t.co/himxyEvuyu',VALORISATION
'[€] La politique freine l’essor des énergies renouvelables dans le monde estime l’AIE https//t.co/thquGUozAa',DEVALORISATION
'L’énergie verte en Russie sera renforcée grâce à la Chine - La Chine se dit prête à invest... http//t.co/r00IBFeYv8',VALORISATION
'Ria Novosti L’énergie verte en Russie sera renforcée grâce à la Chine La Chine se dit prête à investir dans ... http//t.co/QoliOeRJpd',VALORISATION
'Autonomie dans une Bretagne réunifiée = condition d\'un développement plus rapide des énergies renouvelables',VALORISATION
'Ideal en #solaire #thermique ! \"@FB_Efficycle Best-of été 2014 - Se chauffer à l’énergie solaire… même la nuit ! http//t.co/zhfMRmMfs6\"',VALORISATION
'Réchauffement climatique et apocalypse comment les médias n\'ont pas parlé de #WWOSC - http//t.co/jMtAJrL9RW #météo #médias #analyse',DEVALORISATION
'Bienvenue à @consultausp spécialiste en développement durable énergies renouvelables traitement de l\'eau R&D et apporteur d\'affaires.',VALORISATION
'Éolien - La possible extension des zones d’exclusion militaires provoque la crainte des professionnels http//t.co/oW4jg9mKmg',PEUR
'le Collectif Vosges Horizon durable soutient le recours contre les éoliennes d’Esley http//t.co/QvZNeSSna0',VALORISATION
'@NaturaSciences nous donne des conseils pour bien choisir ses fournitures scolaires écologiques! #RentreeEcologique http//t.co/p4d6A20Axv',VALORISATION
'Parmi les sujets de la rentrée comment améliorer la cohabitation entre éolien et armée. http//t.co/YvOcKeNdj4',VALORISATION
'Eolien en mer les 80 éoliennes du parc de Global Tech I installées avec succès | @scoopit via @Zehub http//t.co/YMMSGDoOh7',SATISFACTION
'Eolien en mer les 80 éoliennes du parc de Global Tech I installées avec succès | Developpement... http//t.co/S1jQXrnRQj',SATISFACTION
'Un projet de cinq éoliennes agite le Quercy Blanc http//t.co/fXEo5CbukR',DEVALORISATION
'Dominique voynet au Figaro\"les écologistes doivent mûrir \".c\'est trop tard  à l\'automne EELV est déjà un fruit pourri!',COLERE
'Je suis très heureux d\'accompagner @BringuyS pour les sénatoriales dans la Sarthe. Plus que jamais le Parlement a besoin d\'écologistes.',PLAISIR
'La Presse du Jour Commune de Glazoué Le CAO construit et met en service 30 latrines écologiques http//t.co/24m9CNMw0C',VALORISATION
'@klorydryk @libe Une attaque en règle contre tous les cyber-humanistes les crypto-anarchistes et les ecologistes. Enfin le prosélitisme à',DESACCORD
'Frédéric Chauvel \"attirer les investisseurs en créant un écosystème favorisant\" #AFE2014',VALORISATION
'Septembre 2014 vers une nouvelle gouvernance pour le réchauffement climatique http//t.co/1PNGRTMljJ via @agoravox',VALORISATION
'Commune de Glazoué Le CAO construit et met en service 30 latrines écologiques http//t.co/4OwoxHYiv2 #Actualité #Bénin #frAfrikinfosCom',VALORISATION
'Leclanché et l’EPFL innovent pour stocker l’énergie solaire ! http//t.co/ldhJnDHBxr #Innovation #Energie #Solaire #Stockage',VALORISATION
'L’énergie verte en Russie sera renforcée grâce à la Chine http//t.co/VkNgDXSroX #Energie #Ecologie #Chine #Russie',VALORISATION
'Les élu-e-s écologistes et citoyens soutiennent le collectif des expulsés de la rue des Stocks. http//t.co/aNlUrylcvO',VALORISATION
'Le réchauffement climatique frappe d\'abord ceux qui y croient le moins. La nature fait bien les choses... http//t.co/EUk6lWU02E',VALORISATION
'Eolien en mer les 80 éoliennes du parc de Global Tech I installées avec succès http//t.co/hvBKrbnOHj',SATISFACTION
'Eolien en mer les 80 éoliennes du parc de Global Tech I installées avec succès #offshore #energie #AREVA http//t.co/IUOq5RE73t',VALORISATION
'Les raccordements d\'installations d\'énergies #renouvelables progresse en France. En route vers la #transition https//t.co/Z0wSj1WM0c',VALORISATION
'@aqui_fr lutter contre l\'érosion de la pointe du #Cap-Ferret une chimère en rien #écologiste ! -)',VALORISATION
'#Eolien en mer les 80 éoliennes du parc de Global Tech I installées avec succès - http//t.co/R8THqLgYj5',VALORISATION
'L’énergie solaire a le vent en poupe au Cameroun - CamerNews http//t.co/EhuP4P8SxE',VALORISATION
'@ViiincentMqt pense aux ours polaires qui vont mourir a cause du réchauffement climatique',PEUR
'L’énergie solaire a le vent en poupe au Cameroun Longtemps considérée à tort comme une énergie pour les nantis... http//t.co/otlaohUxMG',VALORISATION
'Des aides du #gouvernement pour des #logements plus #écologiques. -- http//t.co/h7wLC4S6q2',VALORISATION
'Une société solaire chinoise va acheter SAG Solarstrom de l\'Allemagne http//t.co/jJXLUkiRID #Energie',VALORISATION
'#veille #DK Biofuel Express fournit les bus d\'Aarhus en diesel écologique - 80\% émission de CO2. http//t.co/i4U2g0Xwc8 #environnement',VALORISATION
'Quand le fumier de cheval sert à se chauffer un beau projet de #methanisation à @Caenlamer http//t.co/rRZiKQLePQ',VALORISATION
'Réchauffement climatique L\'arnaque de la \"taxe carbone\" http//t.co/Xduz5zwyBc',COLERE
'La rentrée commence bien pour le marché du photovoltaïque #energie #solaire #photovoltaique http//t.co/heMz9lHD9l',VALORISATION
'Je vous rappelle bande d\'enfoirés de socialistes que vous assassinez des espèces protégées à la #ZAD du #Testet ! @partisocialiste',COLERE
'«Les entrepreneurs des #ENR satisfaits du maintien de @RoyalSegolene à l\' #Energie» | http//t.co/0UOSJy9tHU via @romandie @FrEnvironnement',SATISFACTION
'@PierreMenes normal vous êtes tous pros et le cfc reste la meilleure émission de foot avec J+1... bien entendu',VALORISATION
'La semaine commence bien dopée par l\'énergie d\'une promenade alternative dans le 20e. On vous en dit bientôt plus sur l\' @alternativewalk !',VALORISATION
'Bonne nouvelle pr le marché du photovoltaïque #energie #photovoltaique #solaire http//t.co/iODCP9Q6Vs …',VALORISATION
'Vive énergies renouvelables D youuuupi => STEG ppp',PLAISIR
'Demain… c’est la rentrée ! … et si on en profitait pour préférer les fournitures scolaires plus écologiques a... http//t.co/f4E6wLv8SM',VALORISATION
